# set_id=nissho_boki3_v1
# title=実践簿記3級（第2・3問対策）
# version=1
id	prompt	keyword	explanation	correct_index	choice_a	choice_b	choice_c	choice_d
emp_advance	従業員の私用の買い物を代行し、現金5,000円を支払った。代金は翌月の給料から差し引く。	立替金の計上	従業員や取引先が負担すべき費用を一時的に肩代わりした場合は「立替金（資産）」として借方に計上します。	2	（借）給料 5,000\n（貸）現金 5,000	（借）仮払金 5,000\n（貸）現金 5,000	（借）立替金 5,000\n（貸）現金 5,000	（借）貸付金 5,000\n（貸）現金 5,000
withholding_tax_pay	従業員から預かっていた所得税（預り金）20,000円を税務署に現金で納付した。	預り金の納付	給与支払時に天引きして負債として計上していた「預り金」を、借方に記帳して減少させます。	0	（借）預り金 20,000\n（貸）現金 20,000	（借）租税公課 20,000\n（貸）現金 20,000	（借）法定福利費 20,000\n（貸）現金 20,000	（借）立替金 20,000\n（貸）現金 20,000
bad_debt_expense	得意先が倒産し、売掛金50,000円が回収不能となった。なお、貸倒引当金の残高は無い。	貸倒損失（引当金なし）	引当金が設定されていない場合や、当期に発生した売掛金が貸し倒れた場合は、全額を「貸倒損失（費用）」として処理します。	1	（借）貸倒引当金 50,000\n（貸）売掛金 50,000	（借）貸倒損失 50,000\n（貸）売掛金 50,000	（借）雑損 50,000\n（貸）売掛金 50,000	（借）売掛金 50,000\n（貸）貸倒損失 50,000
bad_debt_provision	上記と同様に売掛金50,000円が回収不能となったが、今回は貸倒引当金の残高が30,000円あった。正しい仕訳はどれか。	貸倒損失（引当金不足）	回収不能額50,000円のうち、引当金のある30,000円を取り崩し、不足する20,000円を「貸倒損失」として計上します。	3	（借）貸倒引当金 50,000\n（貸）売掛金 50,000	（借）貸倒損失 50,000\n（貸）売掛金 50,000	（借）貸倒引当金 30,000\n（借）貸倒引当金繰入 20,000\n（貸）売掛金 50,000	（借）貸倒引当金 30,000\n（借）貸倒損失 20,000\n（貸）売掛金 50,000
recover_bad_debt	前期に貸倒れとして処理していた売掛金10,000円が、当期になって現金で回収できた。	償却債権取立益	過年度に貸倒処理した債権を回収できた場合は、当期の収益である「償却債権取立益」として貸方に計上します。	2	（借）現金 10,000\n（貸）売掛金 10,000	（借）現金 10,000\n（貸）貸倒損失 10,000	（借）現金 10,000\n（貸）償却債権取立益 10,000	（借）現金 10,000\n（貸）貸倒引当金 10,000
issue_prom_note_buy	備品200,000円を購入し、代金は約束手形を振り出して渡した。	営業外受支払手形	商品以外の購入代金を手形で支払った場合、「支払手形」ではなく「営業外支払手形（または未払金）」勘定を使用する場合があります。（※日商3級では未払金等に含めることも）	0	（借）備品 200,000\n（貸）営業外支払手形 200,000	（借）備品 200,000\n（貸）支払手形 200,000	（借）備品 200,000\n（貸）買掛金 200,000	（借）仕入 200,000\n（貸）支払手形 200,000
endorse_note	買掛金40,000円の支払いのため、得意先から受け取っていた約束手形を裏書譲渡した。	手形の裏書譲渡	他人が振り出した手形（受取手形）を支払いに充てた場合、資産である「受取手形」を貸方に記帳して減少させます。	1	（借）買掛金 40,000\n（貸）支払手形 40,000	（借）買掛金 40,000\n（貸）受取手形 40,000	（借）受取手形 40,000\n（貸）支払手形 40,000	（借）買掛金 40,000\n（貸）当座預金 40,000
consum_tax_sales	商品100,000円（税抜）を販売し、消費税10％を含めた代金を現金で受け取った（税抜方式）。	仮受消費税の計上	売上に伴って受け取った消費税は、後で国に納める義務があるため「仮受消費税（負債）」として貸方に計上します。	3	（借）現金 110,000\n（貸）売上 110,000	（借）現金 110,000\n（貸）売上 100,000\n（貸）仮払消費税 10,000	（借）現金 110,000\n（貸）売上 100,000\n（貸）預り金 10,000	（借）現金 110,000\n（貸）売上 100,000\n（貸）仮受消費税 10,000
consum_tax_purchase	商品60,000円（税抜）を仕入れ、消費税10％を含めた代金を現金で支払った（税抜方式）。	仮払消費税の計上	仕入に伴って支払った消費税は、後で納付額から差し引ける権利として「仮払消費税（資産）」を借方に計上します。	0	（借）仕入 60,000\n（借）仮払消費税 6,000\n（貸）現金 66,000	（借）仕入 66,000\n（貸）現金 66,000	（借）仕入 60,000\n（借）仮受消費税 6,000\n（貸）現金 66,000	（借）仕入 60,000\n（借）租税公課 6,000\n（貸）現金 66,000
return_sales_tax	先日販売した商品（税抜10,000円、消費税1,000円）が返品され、代金は掛代金と相殺した（税抜方式）。	売上戻りと消費税	売上が取り消されるとともに、受け取っていた消費税（仮受消費税）も借方に記帳して取り消します。	2	（借）売上 11,000\n（貸）売掛金 11,000	（借）売上 10,000\n（借）仮払消費税 1,000\n（貸）売掛金 11,000	（借）売上 10,000\n（借）仮受消費税 1,000\n（貸）売掛金 11,000	（借）売上 10,000\n（貸）売掛金 10,000
payment_fee_bear	買掛金50,000円を普通預金から振り込んだ。その際、振込手数料300円を当店が負担し、合わせて引き落とされた。	振込手数料の負担	代金支払時の振込手数料を自社が負担した場合、「支払手数料（費用）」として借方に計上します。	1	（借）買掛金 50,300\n（貸）普通預金 50,300	（借）買掛金 50,000\n（借）支払手数料 300\n（貸）普通預金 50,300	（借）買掛金 50,000\n（貸）普通預金 50,000	（借）買掛金 50,000\n（借）通信費 300\n（貸）普通預金 50,300
corporate_tax_payment	決算で確定した未払法人税等50,000円を、現金で税務署に納付した。	未払法人税等の納付	決算時に計上していた「未払法人税等（負債）」を借方に記帳して減少させ、現金を貸方で減らします。	0	（借）未払法人税等 50,000\n（貸）現金 50,000	（借）法人税等 50,000\n（貸）現金 50,000	（借）仮払法人税等 50,000\n（貸）現金 50,000	（借）租税公課 50,000\n（貸）現金 50,000
new_stock_issue	新たに株式を発行し、1,000,000円の出資を受け、全額を当座預金とした。	株式の発行（増資）	株主から払い込まれた資金は、返済義務のない「資本金（純資産）」として貸方に計上します。	3	（借）当座預金 1,000,000\n（貸）借入金 1,000,000	（借）当座預金 1,000,000\n（貸）売上 1,000,000	（借）当座預金 1,000,000\n（貸）社債 1,000,000	（借）当座預金 1,000,000\n（貸）資本金 1,000,000
fixed_asset_setup	業務用のパソコンを100,000円で購入し、セットアップ費用10,000円とともに月末に支払うことにした。	固定資産の付随費用	固定資産を使える状態にするための費用（付随費用）は取得原価に含めます。商品ではないため貸方は未払金です。	0	（借）備品 110,000\n（貸）未払金 110,000	（借）備品 100,000\n（貸）未払金 100,000	（借）仕入 110,000\n（貸）未払金 110,000	（借）備品 100,000\n（借）支払手数料 10,000\n（貸）未払金 110,000
social_insurance_pay	従業員の社会保険料について、給与から天引きした従業員負担分15,000円と会社負担分15,000円を合わせ、現金で納付した。	社会保険料の納付	預かっていた「預り金」を減らし、会社負担分は「法定福利費（費用）」として借方に計上します。	1	（借）預り金 15,000\n（借）法定福利費 15,000\n（貸）現金 30,000	（借）法定福利費 30,000\n（貸）現金 30,000	（借）預り金 30,000\n（貸）現金 30,000	（借）給料 30,000\n（貸）現金 30,000
dishonored_note	得意先から受け取っていた約束手形50,000円が不渡りとなった旨、銀行から通知を受けた。	不渡手形	無価値になった「受取手形」を貸方に記帳して消去し、代わりに「不渡手形（資産）」として借方に計上し直します。	2	（借）不渡手形 50,000\n（貸）受取手形 50,000	（借）支払手形 50,000\n（貸）受取手形 50,000	（借）貸倒損失 50,000\n（貸）受取手形 50,000	（借）売掛金 50,000\n（貸）受取手形 50,000
transfer_elec_record	買掛金40,000円の支払いに充てるため、所有している電子記録債権40,000円を譲渡した。	電子記録債権の譲渡	他者への支払いに充てたため、資産である「電子記録債権」を貸方に記帳して減少させます。	3	（借）買掛金 40,000\n（貸）電子記録債権 40,000	（借）買掛金 40,000\n（貸）電子記録債務 40,000	（借）電子記録債権 40,000\n（貸）買掛金 40,000	（借）支払手形 40,000\n（貸）電子記録債権 40,000
collect_credit_card	クレジットカード払いで販売していた商品代金10,000円（販売時に決済手数料200円は計上済）が、普通預金に振り込まれた。	クレジット売掛金の回収	販売時にすでに手数料が引かれて「クレジット売掛金」は9,800円で計上されているため、入金額も9,800円となります。	0	（借）普通預金 9,800\n（貸）クレジット売掛金 9,800	（借）普通預金 9,800\n（借）支払手数料 200\n（貸）クレジット売掛金 10,000	（借）普通預金 10,000\n（貸）クレジット売掛金 10,000	（借）普通預金 9,800\n（貸）売上 9,800
receive_gift_cert	商品10,000円を販売し、代金は全額、他店が発行した商品券で受け取った。	受取商品券	他店が発行した商品券は、後で現金化できるため「受取商品券（資産）」として借方に計上します。	1	（借）受取商品券 10,000\n（貸）売上 10,000	（借）現金 10,000\n（貸）売上 10,000	（借）売掛金 10,000\n（貸）売上 10,000	（借）前受金 10,000\n（貸）売上 10,000
redeem_gift_cert	受け取っていた他店発行の商品券10,000円を精算し、代金が当座預金に振り込まれた。	商品券の精算	当座預金が増加し、持っていた「受取商品券（資産）」が消滅するため貸方に記帳します。	2	（借）当座預金 10,000\n（貸）受取商品券 10,000	（借）受取商品券 10,000\n（貸）当座預金 10,000	（借）現金 10,000\n（貸）受取商品券 10,000	（借）当座預金 10,000\n（貸）売上 10,000
cash_overage_found	帳簿の現金残高は40,000円だが、金庫の実際の現金は42,000円だった。発見時の正しい仕訳はどれか。	現金過剰の発見	実際の現金が多いため、帳簿上の「現金（資産）」を借方に記帳して増やし、貸方に「現金過不足」を計上します。	3	（借）現金 2,000\n（貸）現金過不足 2,000	（借）現金過不足 2,000\n（貸）現金 2,000	（借）現金 2,000\n（貸）雑益 2,000	（借）雑損 2,000\n（貸）現金 2,000
cash_overage_closing	決算において、現金過不足の貸方残高2,000円の原因が不明なままである。決算整理仕訳として正しいものはどれか。	現金過剰の決算整理	期末に残っている貸方の現金過不足を借方に記帳して消去し、原因不明の過剰額は「雑益（収益）」として貸方に振り替えます。	0	（借）現金過不足 2,000\n（貸）雑益 2,000	（借）現金過不足 2,000\n（貸）現金 2,000	（借）雑益 2,000\n（貸）現金過不足 2,000	（借）雑損 2,000\n（貸）現金過不足 2,000
receive_dividend	所有している他社株式の配当金領収証5,000円を受け取った。	受取配当金	配当金領収証は金融機関ですぐに換金できるため「現金（資産）」の増加として処理し、貸方に「受取配当金（収益）」を計上します。	1	（借）現金 5,000\n（貸）受取配当金 5,000	（借）受取手形 5,000\n（貸）受取配当金 5,000	（借）有価証券 5,000\n（貸）受取配当金 5,000	（借）当座預金 5,000\n（貸）受取配当金 5,000
repay_loan_interest	銀行からの借入金100,000円を、利息3,000円とともに普通預金から返済した。	借入金の返済	負債である「借入金」の減少と、費用である「支払利息」の発生を借方に記帳し、合算額を普通預金から減らします。	2	（借）借入金 100,000\n（借）支払利息 3,000\n（貸）普通預金 103,000	（借）借入金 103,000\n（貸）普通預金 103,000	（借）普通預金 103,000\n（貸）借入金 100,000\n（貸）受取利息 3,000	（借）借入金 100,000\n（借）受取利息 3,000\n（貸）普通預金 103,000
corp_tax_final	決算において当期の法人税等が90,000円と確定した。中間申告で40,000円を支払済である。	法人税等の決算	当期の費用「法人税等」を90,000円とし、前払いしていた「仮払法人税等」を消去、差額を「未払法人税等」として計上します。	1	（借）法定福利費 90,000\n（貸）仮払法人税等 40,000\n（貸）未払法人税等 50,000	（借）法人税等 90,000\n（貸）仮払法人税等 40,000\n（貸）未払法人税等 50,000	（借）法人税等 50,000\n（貸）未払法人税等 50,000	（借）未払法人税等 90,000\n（貸）仮払法人税等 40,000\n（貸）現金 50,000
pay_consum_tax	決算で計上した未払消費税60,000円を、現金で納付した。	未払消費税の納付	負債として計上していた「未払消費税」を借方に記帳して消去し、現金の減少を貸方に記帳します。	2	（借）仮受消費税 60,000\n（貸）現金 60,000	（借）租税公課 60,000\n（貸）現金 60,000	（借）未払消費税 60,000\n（貸）現金 60,000	（借）現金 60,000\n（貸）未払消費税 60,000
error_correct_account	備品30,000円を現金で購入したが、誤って（借）仕入 30,000 と記帳していた。訂正仕訳はどれか。	勘定科目の訂正仕訳	誤って計上した「仕入」を貸方に置いて取り消し、本来増やすべきだった「備品」を借方に計上します。現金の処理は合っているので触りません。	3	（借）備品 30,000\n（貸）仕入 30,000	（借）仕入 30,000\n（貸）備品 30,000	（借）備品 30,000\n（貸）現金 30,000	（借）現金 30,000\n（貸）仕入 30,000
error_correct_amount	掛売上40,000円を、誤って50,000円と過大に記帳していた。これを訂正する仕訳はどれか。	金額の訂正仕訳	多く計上しすぎた10,000円分だけを取り消すため、当初の仕訳と左右逆の仕訳（借方：売上、貸方：売掛金）を10,000円で切ります。	0	（借）売上 10,000\n（貸）売掛金 10,000	（借）売掛金 10,000\n（貸）売上 10,000	（借）売上 50,000\n（貸）売掛金 50,000	（借）売掛金 40,000\n（貸）売上 40,000
transfer_net_loss	損益勘定において、借方（費用）が700,000円、貸方（収益）が500,000円であった。純損失を振り替える仕訳はどれか。	当期純損失の振替	費用が上回っているため純損失（200,000円）が発生しています。損益勘定の貸方に記帳してゼロにし、純資産である「繰越利益剰余金」を借方に記帳して減らします。	1	（借）損益 200,000\n（貸）繰越利益剰余金 200,000	（借）繰越利益剰余金 200,000\n（貸）損益 200,000	（借）資本金 200,000\n（貸）損益 200,000	（借）当期純損失 200,000\n（貸）損益 200,000
reverse_prepaid_rent	前期末に次期分として「前払家賃」50,000円を計上していた。当期首に行う再振替仕訳はどれか。	再振替仕訳（前払費用）	期首に前期末の決算整理仕訳と完全に逆の仕訳を行うことで、資産勘定を消去し、当期の「支払家賃（費用）」として計上し直します。	2	（借）前払家賃 50,000\n（貸）支払家賃 50,000	（借）前払家賃 50,000\n（貸）未払家賃 50,000	（借）支払家賃 50,000\n（貸）前払家賃 50,000	（借）未払家賃 50,000\n（貸）前払家賃 50,000
reverse_accrued_interest_expense	前期末に当期分として「未払利息」3,000円を計上していた。当期首に行う再振替仕訳はどれか。	再振替仕訳（未払費用）	期首に逆仕訳（借方：未払費用、貸方：支払利息）を行うことで、後日利息を支払った際に自動的に当期分の費用だけが残る仕組みを作ります。	3	（借）未払費用 3,000\n（貸）支払利息 3,000	（借）支払利息 3,000\n（貸）未払費用 3,000	（借）支払利息 3,000\n（貸）前払費用 3,000	（借）前払費用 3,000\n（貸）支払利息 3,000
defer_unearned_revenue	決算において、受け取っている手数料（受取手数料）のうち、次期分が10,000円ある場合の整理仕訳はどれか。	収益の繰延べ仕訳	当期の収益から除外するため借方に「受取手数料」を記帳し、次期にサービスを提供する義務として「前受手数料（または前受収益）」を貸方に計上します。	0	（借）受取手数料 10,000\n（貸）前受手数料 10,000	（借）前受手数料 10,000\n（貸）受取手数料 10,000	（借）受取手数料 10,000\n（貸）未収手数料 10,000	（借）未収手数料 10,000\n（貸）受取手数料 10,000
accrue_unpaid_revenue	決算において、当期分の家賃収入（受取家賃）のうち、未収分が20,000円ある場合の整理仕訳はどれか。	収益の見越し仕訳	当期の収益に加算するため貸方に「受取家賃」を記帳し、後で受け取る権利として「未収収益（または未収家賃）」を借方に計上します。	1	（借）未収収益 20,000\n（貸）前受収益 20,000	（借）未収収益 20,000\n（貸）受取家賃 20,000	（借）受取家賃 20,000\n（貸）未収収益 20,000	（借）受取家賃 20,000\n（貸）未払費用 20,000
sell_fixed_asset_gain	不要な備品（取得原価100,000円、減価償却累計額80,000円）を25,000円で売却し、代金は現金で受け取った。	固定資産売却益	帳簿価額（10万－8万＝2万円）の備品を2.5万円で売却したため、差額の5,000円は「固定資産売却益（収益）」として貸方に計上します。	2	（借）現金 25,000\n（借）減価償却累計額 80,000\n（貸）備品 100,000\n（貸）固定資産売却益 5,000	（借）現金 25,000\n（貸）備品 20,000\n（貸）固定資産売却益 5,000	（借）現金 25,000\n（借）固定資産売却損 75,000\n（貸）備品 100,000	（借）現金 25,000\n（借）減価償却累計額 75,000\n（貸）備品 100,000
advance_freight_sales	商品を販売し、先方負担の発送費2,000円を現金で支払い、商品代金50,000円とともに掛けとした。	売上諸掛（先方負担）	相手が負担すべき運賃を立て替えた場合、商品代金と合算して「売掛金」として請求するか、「立替金」として処理します。	0	（借）売掛金 52,000\n（貸）売上 50,000\n（貸）現金 2,000	（借）売掛金 50,000\n（借）発送費 2,000\n（貸）売上 50,000\n（貸）現金 2,000	（借）売掛金 52,000\n（貸）売上 52,000	（借）売掛金 50,000\n（借）立替金 2,000\n（貸）売上 50,000\n（貸）現金 2,000
bear_freight_sales	商品50,000円を掛けで販売し、当店負担の発送費2,000円を現金で支払った。	売上諸掛（当店負担）	自社が負担する運賃は「発送費（費用）」として借方に計上します。売上高から差し引くことはしません。	1	（借）売掛金 52,000\n（貸）売上 50,000\n（貸）現金 2,000	（借）売掛金 50,000\n（借）発送費 2,000\n（貸）売上 50,000\n（貸）現金 2,000	（借）売掛金 50,000\n（貸）売上 50,000	（借）売掛金 50,000\n（貸）売上 48,000\n（貸）現金 2,000
buy_revenue_stamp	書類に貼付するための収入印紙5,000円分を現金で購入した。	印紙の購入（租税公課）	収入印紙の購入代金は、原則として購入時に「租税公課（費用）」として借方に計上します。	2	（借）通信費 5,000\n（貸）現金 5,000	（借）消耗品費 5,000\n（貸）現金 5,000	（借）租税公課 5,000\n（貸）現金 5,000	（借）貯蔵品 5,000\n（貸）現金 5,000
unused_stamp_closing	購入時に「租税公課」として処理していた収入印紙のうち、期末に1,000円分が未使用で残っていた場合の決算整理仕訳はどれか。	印紙の未使用分（貯蔵品）	未使用分は当期の費用から除外するため、貸方に「租税公課」を記帳し、次期へ繰り越す資産として「貯蔵品」を借方に計上します。	3	（借）租税公課 1,000\n（貸）貯蔵品 1,000	（借）通信費 1,000\n（貸）貯蔵品 1,000	（借）消耗品 1,000\n（貸）租税公課 1,000	（借）貯蔵品 1,000\n（貸）租税公課 1,000
loan_to_employee	従業員に50,000円を現金で貸し付けた。	貸付金	後日お金を返してもらう権利が生じるため「貸付金（資産）」として借方に計上します。	0	（借）貸付金 50,000\n（貸）現金 50,000	（借）立替金 50,000\n（貸）現金 50,000	（借）仮払金 50,000\n（貸）現金 50,000	（借）給料 50,000\n（貸）現金 50,000
collect_loan_interest	従業員への貸付金50,000円が、利息1,000円とともに現金で返済された。	貸付金の回収と利息	資産である貸付金を貸方に記帳して減少させ、受け取った利息は「受取利息（収益）」として貸方に計上します。	1	（借）現金 51,000\n（貸）貸付金 51,000	（借）現金 51,000\n（貸）貸付金 50,000\n（貸）受取利息 1,000	（借）現金 50,000\n（借）受取利息 1,000\n（貸）貸付金 51,000	（借）現金 50,000\n（貸）貸付金 50,000
adv_receive_order	得意先から商品の注文を受け、手付金20,000円を現金で受け取った。	前受金の計上	商品を引き渡す前に受け取った代金は、後で商品を引き渡す義務である「前受金（負債）」として貸方に計上します。	2	（借）現金 20,000\n（貸）売掛金 20,000	（借）現金 20,000\n（貸）売上 20,000	（借）現金 20,000\n（貸）前受金 20,000	（借）現金 20,000\n（貸）仮受金 20,000
adv_sales_execute	上記の注文品60,000円を引き渡し、手付金20,000円を差し引いた残額を掛けとした。	前受金の充当	売上を計上すると同時に、商品を引き渡す義務が果たされたため借方に「前受金」を記帳して消去し、残額を売掛金とします。	3	（借）前受金 20,000\n（貸）売上 20,000	（借）売掛金 60,000\n（貸）売上 60,000	（借）売掛金 40,000\n（貸）売上 40,000	（借）前受金 20,000\n（借）売掛金 40,000\n（貸）売上 60,000
pay_unpaid_account	以前、備品の購入で計上していた未払金30,000円を小切手を振り出して支払った。	未払金の支払い	負債である「未払金」を借方に記帳して減少させ、自己振出小切手による支払いは「当座預金」の減少として貸方に記帳します。	0	（借）未払金 30,000\n（貸）当座預金 30,000	（借）買掛金 30,000\n（貸）当座預金 30,000	（借）未払金 30,000\n（貸）現金 30,000	（借）当座預金 30,000\n（貸）未払金 30,000
amortize_software	ソフトウェア（取得原価300,000円）の当期分減価償却費60,000円を計上する。なお、無形固定資産の記帳方法は直接法とする。	無形固定資産の償却	無形固定資産は直接法で記帳するため、借方に「減価償却費」、貸方に「ソフトウェア」勘定を直接減額する形で記帳します。	1	（借）減価償却費 60,000\n（貸）減価償却累計額 60,000	（借）減価償却費 60,000\n（貸）ソフトウェア 60,000	（借）ソフトウェア 60,000\n（貸）減価償却費 60,000	（借）ソフトウェア償却 60,000\n（貸）減価償却累計額 60,000
correct_reverse_entry	売掛金10,000円を現金で回収したが、誤って（借）売掛金 10,000 （貸）現金 10,000 と貸借を逆に記帳していた。訂正仕訳はどれか。	貸借逆の訂正仕訳	貸借を逆に記帳した場合、正しい仕訳を「2倍の金額」で行うことで、誤りを相殺しつつ正しい金額を計上することができます。	2	（借）売掛金 20,000\n（貸）現金 20,000	（借）売掛金 10,000\n（貸）現金 10,000	（借）現金 20,000\n（貸）売掛金 20,000	（借）現金 10,000\n（貸）売掛金 10,000
correct_note_amount	商品40,000円を売り上げ約束手形を受け取ったが、誤って（借）受取手形 50,000 （貸）売上 50,000 と過大に記帳していた。	手形金額の誤り訂正	多く計上しすぎた10,000円分を取り消すため、当初の仕訳と逆（借方：売上、貸方：受取手形）の仕訳を10,000円で切ります。	3	（借）売上 50,000\n（貸）受取手形 50,000	（借）売上 40,000\n（貸）受取手形 40,000	（借）受取手形 10,000\n（貸）売上 10,000	（借）売上 10,000\n（貸）受取手形 10,000
defer_rent_revenue	当期に受け取った家賃（受取家賃）のうち、決算時点で次期分が20,000円含まれていた。	家賃の繰延べ	当期の収益を減らすため借方に「受取家賃」を記帳し、貸方に次期へ繰り越す「前受家賃」を計上します。	0	（借）受取家賃 20,000\n（貸）前受家賃 20,000	（借）前受家賃 20,000\n（貸）受取家賃 20,000	（借）受取家賃 20,000\n（貸）未収家賃 20,000	（借）未収家賃 20,000\n（貸）受取家賃 20,000
accrue_rent_revenue	貸している土地の地代について、当期の未収分が30,000円ある。	地代の見越し	当期の収益を増やすため貸方に「受取地代」を記帳し、借方に後で受け取る権利である「未収地代」を計上します。	1	（借）受取地代 30,000\n（貸）未収地代 30,000	（借）未収地代 30,000\n（貸）受取地代 30,000	（借）受取地代 30,000\n（貸）前受地代 30,000	（借）前受地代 30,000\n（貸）受取地代 30,000
defer_insurance_expense	当期に支払った保険料（支払保険料）のうち、決算時点で次期分が15,000円含まれていた。	保険料の繰延べ	当期の費用から除外するため貸方に「支払保険料」を記帳し、借方に次期へ繰り越す「前払保険料」を計上します。	2	（借）支払保険料 15,000\n（貸）前払保険料 15,000	（借）支払保険料 15,000\n（貸）未払保険料 15,000	（借）前払保険料 15,000\n（貸）支払保険料 15,000	（借）未払保険料 15,000\n（貸）支払保険料 15,000
accrue_salary	従業員に対する当月の給料250,000円が未払いである場合の決算整理仕訳はどれか。	給料の見越し	当期の労働力消費分として借方に「給料（費用）」を計上し、貸方に後で支払う義務である「未払給料」を計上します。	3	（借）給料 250,000\n（貸）預り金 250,000	（借）給料 250,000\n（貸）現金 250,000	（借）給料 250,000\n（貸）未払金 250,000	（借）給料 250,000\n（貸）未払給料 250,000
supplies_asset_method	購入時に全額「消耗品（資産）」として計上していた30,000円のうち、期末に未使用分が5,000円ある。当期の消耗品費はいくらか。	消耗品の決算（資産処理）	資産計上法の場合、使って減った分（30,000－5,000＝25,000円）だけを当期の「消耗品費」として処理します。	0	25,000円	30,000円	5,000円	35,000円
return_credit_sales	以前掛けで販売した商品10,000円が返品された。	売上戻りの仕訳	売上が無かったことになるため借方に「売上」を記帳し、代金を請求する権利も消滅するため貸方に「売掛金」を記帳します。	1	（借）売掛金 10,000\n（貸）売上 10,000	（借）売上 10,000\n（貸）売掛金 10,000	（借）売上 10,000\n（貸）現金 10,000	（借）現金 10,000\n（貸）売掛金 10,000
purchase_freight	商品80,000円を仕入れ、代金は掛けとした。また引取運賃2,000円を現金で支払った。	仕入諸掛の処理	仕入にかかった引取運賃は仕入原価に含めるため、借方の「仕入」は82,000円となります。	2	（借）仕入 80,000\n（借）発送費 2,000\n（貸）買掛金 80,000\n（貸）現金 2,000	（借）仕入 80,000\n（貸）買掛金 80,000	（借）仕入 82,000\n（貸）買掛金 80,000\n（貸）現金 2,000	（借）仕入 80,000\n（借）支払手数料 2,000\n（貸）買掛金 80,000\n（貸）現金 2,000
petty_cash_replenish	小口現金係から通信費3,000円、旅費交通費2,000円の支払い報告を受け、直ちに同額の小切手を振り出して補給した。	小口現金の報告と補給	報告と同時に補給した場合は、費用を借方に計上し、補給分の「当座預金」を貸方に記帳して減少させます（小口現金勘定は変動しません）。	2	（借）通信費 3,000\n（借）旅費交通費 2,000\n（貸）小口現金 5,000	（借）小口現金 5,000\n（貸）当座預金 5,000	（借）通信費 3,000\n（借）旅費交通費 2,000\n（貸）当座預金 5,000	（借）通信費 3,000\n（借）旅費交通費 2,000\n（貸）現金 5,000
petty_cash_report	小口現金係から消耗品費4,000円の支払い報告を受けたが、資金の補給は週末に行うこととした。	小口現金の報告のみ	補給を後日行う場合は、費用の発生を借方に計上し、手元の「小口現金（資産）」が減ったものとして貸方に記帳します。	0	（借）消耗品費 4,000\n（貸）小口現金 4,000	（借）消耗品費 4,000\n（貸）未払金 4,000	（借）消耗品費 4,000\n（貸）当座預金 4,000	（借）小口現金 4,000\n（貸）未払金 4,000
hdd_consumable	写真データのバックアップ用として750GBのポータブルHDDを15,000円で現金購入した（消耗品費として処理）。	消耗品費の計上	少額の物品購入は「消耗品費（費用）」として借方に計上し、現金の減少を貸方に記帳します。	1	（借）備品 15,000\n（貸）現金 15,000	（借）消耗品費 15,000\n（貸）現金 15,000	（借）ソフトウェア 15,000\n（貸）現金 15,000	（借）通信費 15,000\n（貸）現金 15,000
kanazawa_travel_settle	金沢への出張から戻った従業員から旅費28,000円の報告を受け、残額2,000円を現金で受け取った。出発時に仮払金30,000円を渡している。	仮払金の精算（返金）	貸方で「仮払金」30,000円を消去し、借方に確定した「旅費交通費」28,000円と、戻ってきた「現金」2,000円を計上します。	3	（借）旅費交通費 28,000\n（貸）仮払金 28,000	（借）仮払金 30,000\n（貸）旅費交通費 28,000\n（貸）現金 2,000	（借）旅費交通費 30,000\n（貸）仮払金 30,000	（借）旅費交通費 28,000\n（借）現金 2,000\n（貸）仮払金 30,000
nikko_lodge_expense	日光での展示会に出展するため、宿泊費（キャビン代）12,000円を現金で支払った。	旅費交通費の計上	業務に関する宿泊費や交通費はすべて「旅費交通費（費用）」として処理します。	0	（借）旅費交通費 12,000\n（貸）現金 12,000	（借）交際費 12,000\n（貸）現金 12,000	（借）支払手数料 12,000\n（貸）現金 12,000	（借）会議費 12,000\n（貸）現金 12,000
point_discount_purchase	備品5,000円を購入する際、JRE POINTを1,000円分使用し、残額の4,000円をクレジットカードで決済した。	ポイント利用時の処理	簿記3級では、ポイント利用分は値引と同様に扱い、実際に支払う額（4,000円）のみを「備品」と「未払金」として計上します。	2	（借）備品 5,000\n（貸）未払金 5,000	（借）備品 5,000\n（貸）未払金 4,000\n（貸）雑益 1,000	（借）備品 4,000\n（貸）未払金 4,000	（借）備品 4,000\n（貸）現金 4,000
internet_bank_fee	買掛金50,000円をネット銀行から振り込んだ際、振込手数料200円（当店負担）も合わせて引き落とされた。	振込手数料（当店負担）	自社が負担する振込手数料は「支払手数料（費用）」として借方に計上し、買掛金と合算して預金から減らします。	1	（借）買掛金 50,200\n（貸）普通預金 50,200	（借）買掛金 50,000\n（借）支払手数料 200\n（貸）普通預金 50,200	（借）買掛金 50,000\n（借）雑費 200\n（貸）普通預金 50,200	（借）買掛金 50,000\n（貸）普通預金 50,000
app_server_fee	開発した単語学習アプリのサーバー利用料（Firebase）3,000円を、個人のクレジットカードで決済した（事業用とする）。	通信費と未払金	クラウドサーバーの利用料は「通信費（費用）」、クレジットカードの未決済分は「未払金（負債）」として処理します。	3	（借）支払手数料 3,000\n（貸）未払金 3,000	（借）通信費 3,000\n（貸）買掛金 3,000	（借）ソフトウェア 3,000\n（貸）未払金 3,000	（借）通信費 3,000\n（貸）未払金 3,000
