# set_id=rika_summer_set_v1									
# title=理科									
# version=1									
id	prompt	keyword	explanation	correct_index	choice_a	choice_b	choice_c	choice_d	
q_111	地球上で、質量300gの物体にはたらく重力の大きさは何Nですか。なお100g＝1Nとします。	重さの計算	100gで1Nなので、300gの物体には3Nの重力がはたらきます。	2	0.3N	1N	3N	30N	
q_112	質量120gの物体を地球から月面上に持っていきました。月面上でのこの物体の「質量」は何gですか。	質量の不変性	質量は場所によって変わらない物体そのものの量であるため、月面上でも120gのままです。	1	20g	120g	0g	720g	
q_113	質量120gの物体を月面上に持っていきました。月面上でのこの物体の「重さ」は何Nですか。なお地球上で100g＝1Nとし、月面の重力は地球の6分の1とします。	重さの計算（月面）	地球上での重さは1.2Nです。月面ではその6分の1になるため、1.2÷6＝0.2Nとなります。	0	0.2N	1.2N	6N	0N	
q_114	粘土に力を加えて形を変えると、力を除いても元の形に戻りません。このような性質を何といいますか。	塑性	力を取り除いても変形したままになる性質を「塑性（可塑性）」といいます。	2	弾性	磁性	塑性	脆性	
q_115	バネに力を加えて伸ばすと、力を除いたときに元の形に戻ります。このような性質を何といいますか。	弾性	力を取り除いたときに元の形に戻ろうとする性質を「弾性」といいます。	0	弾性	塑性	粘性	慣性	
q_116	力の大きさの単位「N（ニュートン）」の由来となった科学者は、どこの国の人物ですか。	科学史	アイザック・ニュートンはイギリスの科学者です。	1	ドイツ	イギリス	フランス	アメリカ	
q_117	バネの伸びと、そこにはたらく力の大きさが比例するという法則を何といいますか。	フックの法則	イギリスの科学者フックが発見した比例の関係を「フックの法則」といいます。	0	フックの法則	慣性の法則	作用反作用の法則	質量保存の法則	
q_120	「0.5Nの力を加えると27mm伸びるバネ」があります。このバネに1.0Nの力を加えると伸びは何mmになると予想されますか。	比例の計算	フックの法則により伸びは力に比例します。力が2倍（0.5N→1.0N）なら、伸びも2倍の54mmになります。	1	27mm	54mm	81mm	108mm	
q_121	実験において、測定値が真の値からわずかにずれてしまうことを何といいますか。	誤差	目盛りの読み取りミスや器具の微調整の限界によって生じるずれを「誤差」といいます。	2	欠陥	失敗	誤差	残差	
q_122	実験における目盛りの読み取り誤差を小さくするために、有効な手段はどれですか。	誤差の軽減	くり返し測定を行い、その平均をとることで、1回ごとの偶発的な誤差の影響を小さくできます。	3	素早く測る	目盛りを斜めから見る	適当な値を選ぶ	くり返し測定して平均をとる	
q_123	バネの実験結果をグラフに表す際、横軸（x軸）には通常どの量をとりますか。	グラフの軸のきめ方	横軸には「変化させた量（おもりの数や力の大きさ）」をとるのが一般的です。	0	変化させた量	変化した結果の量	時間の経過	バネの色	
q_124	バネの実験結果をグラフに表す際、縦軸（y軸）には通常どの量をとりますか。	グラフの軸のきめ方	縦軸には「変化した結果（バネの伸びなど）」をとるのが一般的です。	1	変化させた量	変化した結果の量	バネの元の長さ	おもりの質量	
q_125	力を表す矢印を描くとき、矢印の「長さ」は何を表現していますか。	力の三要素	力の三要素の一つである「大きさ」を矢印の長さで表現します。	0	力の大きさ	力の向き	力の作用点	力の種類	
q_126	力を表す矢印において、矢印の「先端（向き）」は何を表現していますか。	力の三要素	矢印の向いている方向が、そのまま「力がはたらく向き」を表します。	1	力の大きさ	力の向き	力の作用点	力の始点	
q_127	力を表す矢印の「根元（始点）」は、何を表現していますか。	力の三要素	矢印を描き始める点は、力がはたらく地点である「作用点」を表します。	2	力の大きさ	力の向き	作用点	力の終点	
q_128	重力を矢印で作図する場合、矢印の始点（作用点）はどこに置きますか。	重力の作図	重力は物体全体にはたらきますが、便宜上、物体の「中心（重心）」を作用点として描きます。	2	物体の底面	物体の上面	物体の中心	物体の右側	
q_129	重量あげの選手がバーベルを頭上で静止させているとき、力のはたらきのうちどれが見られますか。	力のはたらき	重力で落ちようとするバーベルを支えて止めているため、「物体を支える」はたらきです。	2	物体を変形させる	物体の動きを変える	物体を支える	物体の性質を変える	
q_130	飛んできたボールをバットで打ち返したとき、力のはたらきのうちどれが見られますか。	力のはたらき	ボールの速さや飛ぶ向きが変わるため、「物体の動き（速さや向き）を変える」はたらきです。	1	物体を変形させる	物体の動きを変える	物体を支える	物体の体積を変える	
q_131	バネを引いたときに手が引っ張り返されるように感じるのは、バネの何という力がはたらいているからですか。	弾性力の作用	変形したバネが元の形に戻ろうとして生じる「弾性力」を、手が受けているからです。	1	重力	弾性力	摩擦力	垂直抗力	
q_132	プラスチックを熱してさまざまな形に成形できるのは、どのような性質を利用していますか。	塑性の応用	熱や力で変形させたあとに元に戻らない「塑性（可塑性）」という性質を利用しています。	2	弾性	磁性	塑性	電気性	
q_133	「同じ力を加えたときに伸びる長さが短いバネ」は、伸びる長さが長いバネよりもどうであるといえますか。	バネの強さ	同じ力で少ししか伸びないバネほど、弾性力が「強い（硬いバネ）」といえます。	0	強い	弱い	軽い	柔らかい	
q_134	フックの法則を数式 y = 2x（yは伸び、xは力の大きさ）で表したとき、力が5Nなら伸びは何cmですか。	数式の計算	式に代入して、y = 2 × 5 ＝ 10cmとなります。	2	5cm	7cm	10cm	15cm	
q_135	定規でバネの伸びを測るとき、何も吊るしていない状態の指標の位置に定規の「0cm」を合わせる作業を何といいますか。	0点合わせ	測定の基準を揃えるためのこの作業を「0点合わせ」といいます。	1	中心合わせ	0点合わせ	目盛り調整	垂直確認	
q_136	磁石や静電気による力の特徴として、正しい説明はどれですか。	離れてはたらく力	磁力や電気力（および重力）は、物体どうしが離れていてもはたらくという特徴があります。	0	離れていてもはたらく	接触しないとはたらかない	空気がないとはたらかない	光がないとはたらかない	
q_137	質量4.5kgの物体にかかる重力の大きさは何Nですか。100gを1Nとします。	計算問題	4.5kg＝4500g。100gが1Nなので、4500÷100＝45Nとなります。	2	4.5N	0.45N	45N	450N	
q_138	質量20gのおもりをつるすと1cm伸びるバネに、あるおもりをつるしたら8cm伸びました。おもりは何Nですか。100g＝1Nとします。	計算問題	8cm伸びるには20g×8＝160g分のおもりが必要です。これは1.6Nに相当します。	1	0.8N	1.6N	16N	80N	
q_139	5Nの力を加えると3cm伸びるバネに、2kgのおもりをつるしました。伸びは何cmになりますか。100g＝1Nとします。	計算問題	2kg＝20Nです。5Nで3cmなら、20N（4倍の力）では、伸びも4倍の12cmになります。	3	6cm	9cm	10cm	12cm	
q_140	地球上で重さ6Nの物体を、重力のはたらかない無重力空間に持っていきました。このときの「重さ」は何Nですか。	無重力の影響	重力がない場所では、物体を引く力が存在しないため、重さは0Nになります。	3	6N	1N	60N	0N	
q_141	力を加えたあと元に戻らない粘土のような性質を塑性といいますが、他にこの性質を有効に利用しているものはどれですか。	塑性の具体例	プラスチックは加熱加工で形を自由に変えられる塑性の性質を利用して多くの製品が作られます。	2	ゴムボール	鋼鉄のバネ	プラスチック容器	アーチェリーの弓	
q_142	100gの物体にはたらく重力を1Nとしたとき、3Nの重力がはたらいている物体の質量は何gですか。	単位換算の逆算	1Nが100gなので、3Nは300gになります。	2	30g	100g	300g	3000g	
q_143	力の大きさとバネの伸びが比例しているとき、そのグラフはどのような形状になりますか。	グラフの形状	比例関係にあるため、グラフは「原点（0,0）を通る直線」になります。	2	曲線	階段状の線	原点を通る直線	右下がりの直線	
q_144	実験で目盛りを正確に読み取るための正しい視線の向きはどれですか。	測定のスキル	目盛りに対して「正面（垂直）」から読み取るのが、視差による誤差を防ぐ正しい方法です。	2	斜め上から	斜め下から	正面（垂直）から	遠くから	
q_145	「0.1Nで5mm伸びるバネ」に1.0Nの重さをかけたとき、伸びは何mmになると予想されますか。	比例の計算	1.0Nは0.1Nの10倍なので、伸びも10倍の50mmになります。	1	5mm	50mm	10mm	100mm	
q_146	「0.1Nで38mm伸びるバネ」に0.3Nの重さをかけたとき、伸びは何mmになりますか。	比例の計算	0.3Nは0.1Nの3倍なので、伸びも3倍の114mm（38×3）になります。	2	38mm	76mm	114mm	152mm	
q_147	実験データによると、「バネ黄」は「バネ青」の約3倍近く伸びていました。ここからわかることは何ですか。	データの考察	バネ黄の方がバネ青よりも弾性力が「弱く、伸びやすい」ということがわかります。	1	バネ黄の方が強い	バネ黄の方が弱い	両方の強さは同じ	バネ黄の方が重い	
q_148	物体にはたらく重力の大きさ（重さ）について、正しい説明はどれですか。	重さの特徴	物体にはたらく重力の大きさは、物体の質量に比例して大きくなります。	0	質量に比例して大きくなる	質量に関わらず一定である	体積に比例する	形によって決まる	
q_149	グラフを描く際、バラついた点の間に直線を引く「近似曲線」を採用する理由は何ですか。	グラフの役割	測定には必ず「誤差」が含まれるため、個々の点ではなく全体的な傾向（平均）を見るためです。	1	見た目をきれいにするため	測定の誤差を平均化するため	必ず原点を通すため	線を引くのが楽だから	
q_150	力の大きさを表す単位は何ですか。	単位の名称	力の大きさ（重さなど）を表す単位はニュートン（記号：N）です。	3	グラム(g)	センチメートル(cm)	キログラム(kg)	ニュートン(N)	
q_151	磁石の同じ極（N極とN極など）を近づけたときに、互いにしりぞけ合う力を何といいますか。	磁石の力（磁力）	磁石の極どうしではたらく力は「磁力」です。同じ極どうしはしりぞけ合い、異なる極どうしは引き合います。	1	重力	磁石の力（磁力）	摩擦力	垂直抗力
q_152	プラスチックの下じきで髪の毛をこすったときに、髪の毛が引きつけられる力は何ですか。	電気の力（電気力）	静電気などによって生じる、物体どうしを引きつけたりしりぞけたりする力を「電気力」といいます。	1	磁力	電気の力（電気力）	弾性力	重力
q_153	自転車のブレーキをかけたときに、車輪の回転を止める向きにはたらく力は何ですか。	摩擦力	物体が接して動くときに、その動きを妨げる向きにはたらく力を「摩擦力」といいます。	2	弾性力	垂直抗力	摩擦力	遠心力
q_154	回転運動をしている物体が、中心から遠ざかろうとする向きに受ける力を何といいますか。	遠心力	振り回したバケツの水がこぼれない現象などは、外側に向かおうとする「遠心力」によるものです。	3	重力	摩擦力	磁力	遠心力
q_155	机の上に置かれたリンゴが静止しているとき、重力とつり合ってリンゴを支えている力は何ですか。	垂直抗力（抗力）	面が物体を垂直に押し返す力を「垂直抗力（抗力）」といい、これが重力を支えています。	1	弾性力	垂直抗力（抗力）	摩擦力	磁力
q_156	弓道の弓を引いたときに、弦が元の形に戻ろうとして矢を飛ばす力を何といいますか。	弾性力	変形した物体が元の形に戻ろうとする力を「弾性力」といい、弓やゴムなどで利用されます。	0	弾性力	重力	電気力	垂直抗力
q_157	粘土をこねて形を変えたあと、力を抜いても形が戻らない性質を何といいますか。	塑性（可塑性）	力を除いても変形したままになる性質を「塑性（可塑性）」といいます。粘土やプラスチックに見られます。	2	弾性	剛性	塑性（可塑性）	磁性
q_158	理科の計算で、質量100gの物体にはたらく重力の大きさはおよそ何Nとして扱いますか。	重さの単位換算	一般的に地球上では、100gの物体にはたらく重力の大きさを約1N（ニュートン）として計算します。	1	0.1N	1N	10N	100N
q_159	物体そのものの量であり、場所が変わっても変化しない分量を何といいますか。	質量	場所に関係なく不変な物体固有の量を「質量」といいます。単位はgやkgです。	1	重さ	質量	体積	密度
q_160	地球が物体を地球の中心に向かって引っ張る力の大きさのことを、一般に何といいますか。	重さ（重力）	地球が引く力の大きさを「重さ」といい、場所によって変化します。単位はNです。	0	重さ（重力）	質量	硬さ	圧力
q_161	力を矢印で表すときに必要な「力の三要素」の正しい組み合わせはどれですか。	力の三要素	力を表すには「大きさ」「向き」「作用点」の3つの要素をすべて示す必要があります。	0	大きさ・向き・作用点	重さ・長さ・始点	強さ・角度・中心点	質量・体積・密度
q_162	力を表す矢印において、力の「大きさ」はどのように表現しますか。	力の大きさの作図	作図において、矢印の長さが長いほど力が大きく、短いほど力が小さいことを表します。	2	矢印の太さ	矢印の色	矢印の長さ	矢印の始点
q_163	力を表す矢印において、矢印の「先端部分」は何を表現していますか。	力の向きの作図	矢印が向いている方向が、そのまま「力がはたらいている向き」を表します。	1	力の大きさ	力の向き	力の作用点	物体の質量
q_164	力を表す矢印において、矢印を描き始める点（始点）は何といいますか。	作用点	力がはたらく具体的な地点のことを「作用点」といいます。	2	支点	力点	作用点	重心
q_165	物体の重さを表す矢印を描くとき、作用点は物体のどこに置くのが一般的ですか。	重力の作用点	重力は物体全体にはたらきますが、便宜上、物体の「中心（重心）」を作用点として描きます。	2	底面	上面	中心（重心）	右端
q_166	バネにおもりを吊るしたとき、バネの伸びとおもりの重さが比例する関係を何の法則といいますか。	フックの法則	力の大きさが2倍になれば伸びも2倍になるという関係を「フックの法則」といいます。	0	フックの法則	慣性の法則	ニュートンの法則	パスカルの法則
q_167	測定において、目盛りの読み取りミスなどで測定値が真の値からわずかにずれることを何といいますか。	誤差	実験器具の調整や読み取りによって生じるわずかなずれを「誤差」といいます。	2	過失	失敗	誤差	欠損
q_168	メスシリンダーや定規の目盛りを正確に読み取るときの正しい視線の向きはどれですか。	測定のスキル	目盛りの正面（垂直）から読み取ることが、読み取りミス（誤差）を防ぐ基本です。	2	斜め上から	斜め下から	正面（垂直）から	遠くから
q_169	測定の誤差を小さくするために、一般的に行われる工夫はどれですか。	誤差の軽減	くり返し測定を行って、得られた値の「平均」をとることで誤差の影響を小さくできます。	3	1回だけ測る	目盛りの端を無視する	一番大きな値を選ぶ	くり返し測定して平均をとる
q_170	バネの伸びと力の関係をグラフにする際、横軸（x軸）には通常どのような量をとりますか。	グラフの軸　	横軸には「実験で変化させた量（力の大きさや、おもりの数）」をとるのが一般的です。	0	変化させた量（力）	変化した結果の量（伸び）	バネの重さ	測定した時間
q_171	バネの伸びと力の関係をグラフにする際、縦軸（y軸）には通常どのような量をとりますか。	グラフの軸　	縦軸には「実験の結果として変化した量（バネの伸び）」をとるのが一般的です。	1	変化させた量（力）	変化した結果の量（伸び）	バネの元の長さ	おもりの質量
q_172	フックの法則が成り立つバネのグラフは、原点（0,0）を通り、どのような形になりますか。	比例のグラフ形状	比例関係にあるため、グラフは「原点を通る直線」になります。	2	曲線	折れ線	原点を通る直線	水平な直線
q_173	グラフの各点が一直線上にきれいに並ばないとき、どのように直線を引くのが正しいですか。	グラフのスキル　	点の上下にバランスよく散らばるように、各点の中心付近を通る直線を引きます。	1	すべての点を結ぶ折れ線	点の上下に均等に通る直線	最も高い点を通る直線	原点を通らない曲線
q_174	「100gで1cm伸びるバネ」を直列（縦）に2つ繋ぎ、100gのおもりを吊るすと、全体の伸びは何cmですか。	バネの連結（直列）	直列の場合、両方のバネに100gの力がはたらくため、1cmずつ伸びて合計2cmになります。	1	1cm	2cm	0.5cm	4cm
q_175	「100gで1cm伸びるバネ」を並列（横）に2つ並べて100gのおもりを吊るすと、全体の伸びは何cmですか。	バネの連結（並列）	並列の場合、重さを2本で分担するため、1本あたり50gの力がかかり、0.5cm伸びます。	3	1cm	2cm	0.2cm	0.5cm
q_176	「100gで1cm伸びるバネ」を直列に3つ繋ぎ、100gのおもりを吊るしたときの全体の伸びは何cmですか。	バネの連結（直列）	それぞれのバネに100gの力がかかるため、1cm×3本で合計3cmの伸びとなります。	2	1cm	2cm	3cm	6cm
q_177	「100gで3cm伸びるバネ」を2本並列にして、100gのおもりを支えるとき、全体の伸びは何cmですか。	バネの連結（並列）	2本で100gを支えるので1本あたり50gの力になります。100gで3cmなら、50gでは1.5cmです。	1	3cm	1.5cm	0.5cm	6cm
q_178	実験で、「0.5Nで27mm伸びるバネ赤」と「0.5Nで85mm伸びるバネ青」を比較したとき、正しい記述はどれですか。	バネの強さの比較	同じ力で伸びが小さいバネ赤（27mm）の方が、バネ青（85mm）よりも弾性力が強いといえます。	0	バネ赤の方が強い	バネ青の方が強い	両方の強さは同じである	強さは重さで決まる
q_179	実験で、「0.5Nで85mm伸びるバネ青」と「0.5Nで240mm伸びるバネ黄」の比較からわかることはどれですか。	バネの性質の比較	バネ黄はバネ青に比べて約3倍（240/85≒2.8）近く伸びており、バネ青より弱く伸びやすいことがわかります。	1	バネ黄の方が強い	バネ黄の方が弱く伸びやすい	バネ青の方が弱い	どちらも強さは同じ
q_182	質量4.5kgの物体にはたらく重力の大きさは何Nですか。なお100gを1Nとして計算してください。	重さの計算　	4.5kgは4500gです。100gが1Nなので、4500÷100＝45Nとなります。	2	4.5N	0.45N	45N	450N
q_183	質量20gで1cm伸びるバネがあり、おもりを吊るしたら8cm伸びました。おもりの重さは何Nですか（100g=1N）。	フックの法則の計算	8cm伸びるには 20g × 8 = 160g 必要です。100gが1Nなので 160g は 1.6N になります。	1	0.8N	1.6N	16N	80N
q_184	5Nの力を加えると3cm伸びるバネがあります。このバネに2kgのおもりを吊るすと何cm伸びますか（100g=1N）。	フックの法則の計算	2kg＝20Nです。5Nで3cmなら、20N（4倍の力）では伸びも4倍の12cmとなります。	3	6cm	9cm	10cm	12cm
q_185	月面上での重力は地球上の約6分の1です。地球上で重さ6Nの物体を月面に持っていくと重さは約何Nになりますか。	月面での重さ　	重力加速度が6分の1になるため、重さも6分の1の「1N」になります。	0	1N	6N	0N	36N
q_186	重力がほとんどはたらかない無重力の宇宙空間では、物体の「重さ」は何Nになりますか。	無重力での重さ	重力がはたらかない場所では、物体にはたらく重力の大きさである「重さ」は0Nになります。	3	6N	1N	100N	0N
q_187	地球上で質量600gの物体を、無重力の宇宙空間に持っていったとき、その物体の「質量」は何gですか。	質量の不変性　	質量は場所によって変化しない物体固有の分量なので、宇宙空間でも「600g」のままです。	1	0g	600g	100g	60g
q_188	熱や力を加えると変形したまま元に戻らない「塑性」という性質を利用して作られる製品の例はどれですか。	塑性の応用例　	プラスチック製品などは、加熱加工などで形を自由に変えて固める塑性の性質を利用しています。	2	ゴムボール	弓道の弓	プラスチック容器	トランポリン
q_189	バネの伸びが力の大きさに比例することを発見した、イギリスの科学者の名前は何ですか。	科学者の名前　	比例の関係を発見したイギリスの科学者は「ロバート・フック」です。	2	ニュートン	アインシュタイン	フック	パスカル
q_190	力の大きさの単位「ニュートン（N）」の名前の由来となった、イギリスの科学者は誰ですか。	科学者の名前　	万有引力の法則などで知られるイギリスの科学者「アイザック・ニュートン」です。	0	ニュートン	フック	ガラニ	パスカル
q_191	バドミントンのラケットでシャトルを打ったとき、シャトルがわずかに変形するのは力のはたらきのうちどれですか。	力のはたらき　	物体に力を加えて形を変える「物体を変形させる」はたらきです。	0	物体を変形させる	物体の動きを変える	物体を支える	物体の質量を変える
q_192	サッカーボールを蹴って速さや向きを変えるのは、力のはたらきのうちどれに該当しますか。	力のはたらき　	物体の速さや運動の向きを変化させる「物体の動きを変える」はたらきです。	1	物体を変形させる	物体の動きを変える	物体を支える	物体の密度を変える
q_193	机の上に置いてある教科書が床に落ちずに止まっているとき、机は力のはたらきのうちどれをしていますか。	力のはたらき　	重力で落ちようとする物体に反対向きの力を加えて静止させる「物体を支える」はたらきです。	2	物体を変形させる	物体の動きを変える	物体を支える	物体の熱を奪う
q_194	「垂直抗力」を矢印で表すとき、その向きは接している面に対してどのようになりますか。	垂直抗力の向き	その名の通り、物体が接している面に対して「垂直（90度）」の向きにはたらきます。	2	平行	斜め	垂直	ランダム
q_195	「摩擦力」を矢印で表すとき、その向きは物体の動く向きに対してどのようになりますか。	摩擦力の向き　	摩擦力は常に物体の「動きを妨げる向き（動きとは反対の向き）」にはたらきます。	1	同じ向き	反対の向き	垂直な向き	真下の向き
q_196	「ニュートンばねばかり」や「台ばかり」の内部で、力の大きさを測るために使われている部品は何ですか。	計量器の仕組み	これらの計量器は、内部にある「バネ」の伸び縮みを利用して力の大きさを測っています。	3	磁石	空気の袋	モーター	バネ
q_197	バネの実験を始める前に、バネを吊るした状態の指標にものさしの「0cm」を合わせることを何といいますか。	0点合わせ　	伸びを正確に読み取るために、測定の基準を揃えることを「0点合わせ」といいます。	1	中心合わせ	0点合わせ	目盛り調整	水平合わせ
q_198	バネの実験のまとめとして、バネの伸びとおもりの重さにはどのような関係があるといえますか。	実験の結論　	力が2倍、3倍になると伸びも2倍、3倍になるため「比例している」といえます。	0	比例している	反比例している	無関係である	二次関数的である
q_199	バネの伸び $y$ と力の大きさ $x$ の関係が $y = 2x$ で表されるとき、力が 5N のときの伸びは何cmですか。	比例の計算（式）	式に代入して $y = 2 \times 5$ なので、答えは 10cm になります。	2	5cm	7cm	10cm	15cm
bq_001	めしべの先端にある、花粉がつきやすい部分を何といいますか。	柱頭	めしべの先端を柱頭といい、ねばりけがあって花粉がつきやすくなっています。	0	柱頭	子房	胚珠	やく
bq_002	めしべの根元のふくらんだ部分を子房といい、その中にある将来種子になる粒を何といいますか。	胚珠	子房の中には胚珠があり、受粉して成長すると種子になります。	1	花粉のう	胚珠	胞子のう	やく
bq_003	胚珠が子房の中に包まれている植物の仲間を何といいますか。	被子植物	アブラナやツツジのように、胚珠が子房に包まれている植物を被子植物といいます。	2	裸子植物	シダ植物	被子植物	コケ植物
bq_004	マツのように、子房がなく、胚珠がむき出しになっている植物を何といいますか。	裸子植物	胚珠がむき出し（裸の状態）であることから裸子植物と呼ばれます。	3	単子葉類	合弁花類	被子植物	裸子植物
bq_005	マツの花の特徴について、正しい記述はどれですか。	花弁（花びら）やがくがない	マツの花には花弁やがくがなく、りん片が多数集まった形をしています。	0	花弁やがくがない	めしべに大きな子房がある	虫によって花粉が運ばれる	1つの花におしべとめしべがある
bq_006	マツの花粉には2つの「空気袋」がついています。これにはどのような利点がありますか。	風に運ばれやすくなる	マツは風によって花粉を運ぶ風媒花であるため、空気袋で軽くなって遠くまで飛びます。	1	水に浮きやすくなる	風に運ばれやすくなる	虫がつきやすくなる	乾燥から身を守る
bq_007	受粉した後、めしべの「子房」は成長して何になりますか。	果実	受粉すると、子房は果実へ、その中の胚珠は種子へと変化します。	2	種子	花粉	果実	りん片
bq_008	受粉した後、子房の中にある「胚珠」は成長して何になりますか。	種子	胚珠は受粉後に成長して種子になり、次の世代の植物になります。	3	胞子	果実	仮根	種子
bq_009	アサガオやツツジのように、花弁（花びら）が1つにくっついている花を何といいますか。	合弁花	花弁が互いにくっついているものを合弁花、1枚ずつ離れているものを離弁花といいます。	0	合弁花	離弁花	単子葉類	裸子植物
bq_010	アブラナやサクラのように、花弁が1枚ずつ離れている花を何といいますか。	離弁花	花弁が1枚1枚独立してついている花を離弁花といいます。	1	合弁花	離弁花	双子葉類	シダ植物
bq_011	タンポポの花を詳しく観察したときの特徴として正しいものはどれですか。	小さな花が集まって1つの花のように見える	タンポポは小さな「合弁花」がたくさん集まって、1つの大きな花を形成しています。	2	大きな1枚の花弁でできている	花弁が1枚ずつ離れている離弁花である	小さな花が集まって1つの花のように見える	おしべとめしべが存在しない
bq_012	マツの種子には何がついているため、風に乗って遠くまで運ばれることができますか。	はね（翼）	マツの種子には薄い「はね」がついており、風で散布されるのに適しています。	3	空気袋	粘着液	鋭いトゲ	はね（翼）
bq_013	双子葉類の葉に見られる、網の目のような形をした葉脈を何といいますか。	網状脈	アブラナなどの双子葉類に見られる網目状の葉脈を網状脈といいます。	0	網状脈	平行脈	維管束	師管
bq_014	トウモロコシやツユクサの葉に見られる、平行に並んだ葉脈を何といいますか。	平行脈	単子葉類に見られる、すじが平行に通った葉脈を平行脈といいます。	1	網状脈	平行脈	形成層	主根
bq_015	植物の葉の表面にあり、蒸散や気体の出入りに関わる小さな穴を何といいますか。	気孔	三日月形の孔辺細胞に囲まれた隙間を気孔といい、酸素、二酸化炭素、水蒸気が通ります。	2	根毛	道管	気孔	師管
bq_016	ハスのように水面に浮かぶ葉を持つ植物では、気孔は主にどこにありますか。	葉の表側に多い	多くの陸上植物は裏側に多いですが、ハスなどは水に接していない表側に気孔があります。	3	葉の裏側に多い	茎の節にある	根の先端にある	葉の表側に多い
bq_017	多くの植物で気孔が葉の裏側に多い理由として、最も適切なものはどれですか。	日光による温度上昇や水の失いすぎを防ぐため	表側は日光が当たり温度が上がりやすいため、裏側に配置して水分の蒸散を調整しています。	0	日光による温度上昇や水の失いすぎを防ぐため	雨水を吸収しやすくするため	虫に食べられないようにするため	光合成をより多く行うため
bq_018	光が十分に当たっているとき、植物の気体の出入りはどうなっていますか。	二酸化炭素を吸収し、酸素を出す	光があるときは呼吸より光合成が盛んなため、全体として二酸化炭素を取り込み酸素を出します。	1	酸素を吸収し、二酸化炭素を出す	二酸化炭素を吸収し、酸素を出す	気体の出入りは止まる	水蒸気のみを吸収する
bq_019	トマトの茎などに見られる白い毛「トライコーム」の役割として間違っているものはどれですか。	光合成を盛んにする	トライコームは紫外線の防止、害虫防止、貯水などの役割がありますが、光合成は行いません。	2	害虫から身を守る	水分の蒸発を防ぐ	光合成を盛んにする	紫外線を防ぐ
bq_020	茎の維管束の中で、根から吸い上げた水や肥料分が通る管を何といいますか。	道管	水が通る「道」であることから道管と覚えると分かりやすいです。	3	師管	形成層	根毛	道管
bq_021	茎の維管束の中で、葉で作られた養分が通る管を何といいますか。	師管	光合成で作られたデンプンなどの養分（が変化したもの）が通る管です。	0	師管	道管	気孔	主根
bq_022	双子葉類の茎における維管束の並び方はどのようになっていますか。	輪の形に並んでいる	双子葉類（ヒマワリなど）は維管束が輪のように整列しています。単子葉類はバラバラです。	1	バラバラに散らばっている	輪の形に並んでいる	中心に1本だけ通っている	表面に気孔として並んでいる
bq_023	植物が茎の維管束（鉄骨の役割）を外側に配置する構造的なメリットは何ですか。	曲がる力に対して強くなる	骨組みが外側にあることで、風などで曲げられる力に対して折れにくくなります。	2	水を蒸発させやすくする	養分を早く運べるようになる	曲がる力に対して強くなる	光を吸収しやすくする
bq_024	双子葉類の根で、中央にある太い根と、そこから分かれた細い根をそれぞれ何といいますか。	主根と側根	太いメインの根が「主根」、横から出るのが「側根」です。	3	ひげ根と仮根	主根とひげ根	側根と根毛	主根と側根
bq_025	単子葉類に見られる、多数の細い根が広がる根のつくりを何といいますか。	ひげ根	トウモロコシやスズメノカタビラなどに見られ、地面を広くつかむのに適しています。	0	ひげ根	主根	仮根	直根
bq_026	根の先端近くにある小さな毛のようなものを何といいますか。	根毛	根毛があることで根の表面積が広がり、水や養分を効率よく吸収できます。	1	側根	根毛	トライコーム	ひげ根
bq_027	種子をつくらず、胞子で増える植物のグループを3つ挙げると何ですか。	シダ植物・コケ植物・藻類	これらは種子ではなく胞子（一部は分裂）によって仲間を増やします。	2	被子植物・裸子植物・藻類	単子葉類・双子葉類・シダ植物	シダ植物・コケ植物・藻類	合弁花類・離弁花類・コケ植物
bq_028	イヌワラビなどのシダ植物の特徴として正しい記述はどれですか。	根・茎・葉の区別がある	シダ植物はコケ植物と違い、維管束があり、根・茎・葉がはっきり区別できます。	3	根・茎・葉の区別がない	種子をつくって増える	主に乾燥した砂漠に生えている	根・茎・葉の区別がある
bq_029	ゼニゴケなどのコケ植物の特徴として正しい記述はどれですか。	根・茎・葉の区別がない	コケ植物は体全体から水分を吸収し、根・茎・葉の区別がありません。	0	根・茎・葉の区別がない	維管束が発達している	花を咲かせて受粉する	主根と側根をもつ
bq_030	コケ植物や藻類にある、体を地面や岩に固定するための根のようなつくりを何といいますか。	仮根	本当の根のように水を吸い上げる機能はなく、固定するのが主な役割です。	1	主根	仮根	根毛	側根
bq_031	シダ植物の胞子は、葉のどの部分につくことが多いですか。	葉の裏側	多くのシダ植物では、葉の裏側に「胞子のう」が集まったものがつきます。	2	花の先端	茎の節	葉の裏側	根の表面
bq_032	ワカメやコンブなどの藻類について正しい記述はどれですか。	葉緑体をもち光合成を行う	藻類は植物の仲間であり、光合成によって自ら養分をつくり出します。	3	種子をつくって増える	根・茎・葉の区別がはっきりしている	水中では呼吸を行わない	葉緑体をもち光合成を行う
bq_033	タンポポやオオバコのように、茎を伸ばさず葉を地面に広げる形を何といいますか。	ロゼット	バラの花（rose）のように葉が広がることからロゼットと呼ばれます。	0	ロゼット	平行脈	維管束	仮根
